Minor,Year,Link,Requirements
Biochemistry Minor,2022-2023,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2022-2023/page/SCI-Biochemistry-Minor.html,"{'1.': '5.0 units distributed as follows:', '2.': '1.0 BIOL unit: BIOL 130,\xa0BIOL 240', '3.': '2.0 CHEM units: CHEM 233, CHEM 264, CHEM 265, CHEM 331', '4.': '1.0 BIOL elective unit chosen from: BIOL 309, BIOL 331, BIOL 354, BIOL 428, BIOL 431, BIOL 434, BIOL 438, BIOL 439,\xa0BIOL 448', '5.': '1.0 CHEM elective unit chosen from: CHEM 357, CHEM 430, CHEM 432, CHEM 433', '6. A minimum cumulative average of 60% in each of the subjects, Biology and Chemistry.': []}"
Biochemistry Minor,2023-2024,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2023-2024/page/SCI-Biochemistry-Minor.html,"{'1.': '5.0 units distributed as follows:', '2.': '1.0 BIOL unit: BIOL 130,\xa0BIOL 240', '3.': '2.0 CHEM units: CHEM 233, CHEM 264, CHEM 265, CHEM 331', '4.': '1.0 BIOL elective unit chosen from: BIOL 309, BIOL 331, BIOL 354, BIOL 428, BIOL 431, BIOL 434, BIOL 438, BIOL 439,\xa0BIOL 448', '5.': '1.0 CHEM elective unit chosen from: CHEM 357, CHEM 430, CHEM 432, CHEM 433', '6. A minimum cumulative Biology average of 60% and a minimum cumulative Chemistry average of 60%.': []}"
Bioinformatics Option,2022-2023,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2022-2023/page/SCI-Bioinformatics-Option1.html,"{'1.': '4.0 units distributed as follows:', '2.': '1.0 CS unit: CS 115 or CS 135; and CS 116 or CS 136', '3.': '2.0 BIOL units: BIOL 266, BIOL 365, BIOL 465, BIOL 469', '4.': '0.5 STAT unit chosen from: STAT 202, STAT 221, STAT 231', '5.': '0.5 program unit from: MATH 114, MATH 127, MATH 137, PHYS 111', '6. A minimum cumulative overall average of 60%.': []}"
Bioinformatics Option,2023-2024,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2023-2024/page/SCI-Bioinformatics-Option1.html,"{'1.': '4.0 units distributed as follows:', '2.': '1.0 CS unit: CS 115 or CS 135; and CS 116 or CS 136', '3.': '2.0 BIOL units: BIOL 266, BIOL 365, BIOL 465, BIOL 469', '4.': '0.5 STAT unit chosen from: STAT 202, STAT 221, STAT 231', '5.': '0.5 program unit from: MATH 114, MATH 127, MATH 137, PHYS 111', '6. A minimum cumulative overall average of 60%.': []}"
Biology Minor,2022-2023,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2022-2023/page/SCI-Biology-Minor.html,"{'1. 5.0 units of BIOL with the following condition:': ['2.5 units must be BIOL at 300-level or higher'], '2. A minimum cumulative BIOL average of 60%.': []}"
Biology Minor,2023-2024,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2023-2024/page/SCI-Biology-Minor.html,"{'1. 5.0 units of BIOL with the following condition:': ['2.5 units must be BIOL at 300-level or higher'], '2. A minimum cumulative Biology average of 60%.': []}"
Biomechanics Option,2022-2023,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2022-2023/page/ENG-Biomechanics-Option.html,"{'1.': 'one required course:', '2.': 'CIVE 460/ME 574 Engineering Biomechanics (W)', '3.': 'one course from List A: Anatomy and Physiology (see Note 1)', '4.': 'BIOL 201 Human Anatomy (F)', '5.': 'BIOL 273  Principles of Human Physiology 1 (F,W), and a limited number of spaces may be available online (S)', '6.': 'BME 284 Physiological and Biological Systems (S)', '7.': 'KIN 100 Regional Human Anatomy and KIN 100L Regional Human Anatomy Laboratory (W)', '8.': 'SYDE 584 Physiological Systems and Biomedical Design (F)', '9.': 'one course from List B: Ergonomics', '10.': 'KIN 121 Biomechanics of Human Movement and KIN 121L Biomechanics of Human Movement Laboratory (F)', '11.': 'KIN 320 Task Analysis (F)', '12.': 'KIN 420 Occupational Biomechanics (F) (see Note 2)', '13.': 'SYDE 162 Human Factors in Design (S)', '14.': 'SYDE 543  Cognitive Ergonomics (F)', '15.': 'SYDE 548 User Centred Design Methods (W)', '16.': 'one course from List C: Techniques of Biomechanics', '17.': 'CHE 341        Introduction to Process Control (F,W)', '18.': 'CIVE 306         Mechanics of Solids 3 (F)', '19.': 'CIVE 422         Finite Element Analysis (W)', '20.': 'ECE 380         Analog Control Systems (W,S)', '21.': 'ECE 486         Robot Dynamics and Control (S)', '22.': 'ME 322         Mechanical Design 1 (F,W)', '23.': 'ME 360         Introduction to Control Systems (F,W)', '24.': 'ME 423         Mechanical Design 2 (F,S)', '25.': 'ME 547         Robot Manipulators: Kinematics, Dynamics, Control (W)', '26.': 'ME 555         Computer-Aided Design (W)', '27.': 'ME 559         Finite Element Methods (F,S)', '28.': 'ME 566         Computational Fluid Dynamics for Engineering Design (F,S)', '29.': 'MTE 360         Automatic Control Systems (F,W)', '30.': 'PHYS 395        Biophysics of Therapeutic Methods (W)', '31.': 'SYDE 352         Introduction to Control Systems (W)', '32.': 'SYDE 543         Cognitive Ergonomics (F)', '33.': 'SYDE 544        Biomedical Measurement and Signal Processing (W)', '34.': 'SYDE 553        Advanced Dynamics (F)', '35.': 'SYDE 572 Introduction to Pattern Recognition (W)', '36.': 'SYDE 575        Image Processing (F)', '37.': 'one course from List D: Kinesiology', '38.': 'BME 551         Biomechanics and Human Movement (W)', '39.': 'KIN 221 Advanced Biomechanics of Human Movement and KIN 221L', '40.': 'Advanced Biomechanics of Human Movement Laboratory (W,S)', '41.': 'KIN 255 Fundamentals of Neuroscience and KIN 255L\xa0Fundamentals of Neuroscience Laboratory (F)', '42.': 'KIN 312         Introduction to Neurological Disorders (F)', '43.': 'KIN 340         Muskuloskeletal Injuries in Sport and Activity (F)', '44.': 'KIN 356          Sensory Systems Neuroscience (W)', '45.': 'KIN 416         Neuromuscular Integration (F)', '46.': 'KIN 420 Occupational Biomechanics (F) (see Note 2)', '47.': 'KIN 422         Human Posture, Balance and Gait (F)', '48.': 'KIN 425         Biomechanics Modelling (F)', '49.': 'KIN 472         Directed Study in Special Topics (F,W,S)', '50.': 'plus a two-term project from List E: Project (see Note 3)', '51.': 'CHE 482 Group Design Project (F) and CHE 483', '52.': 'Group Design Project and Symposium (W)', '53.': 'CIVE 400 Civil Engineering Design Project 1 (S) and CIVE 401', '54.': 'Civil Engineering Design Project 2 (W)', '55.': 'ECE 498A and ECE 498B', '56.': 'Engineering Design Project (F,W,S)', '57.': 'ENVE 400 Environmental Engineering Design Project 1 (F) and ENVE 401', '58.': 'Environmental Engineering Design Project 2 (W)', '59.': 'GENE 401 and GENE 402', '60.': 'Special Directed Studies (F,S,W)', '61.': 'ME 481 Mechanical Engineering Design Project 1 (F,S) and ME 482', '62.': 'Mechanical Engineering Design Project 2 (W)', '63.': 'NE 408 Nanosystems Design Project (F) and NE 409', '64.': 'Nanosystems Design Project and Symposium (W)', '65.': 'SYDE 461 Systems Design Capstone Project 1 (F) and SYDE 462', '66.': 'Systems Design Capstone Project 2 (W)'}"
Biomechanics Option,2023-2024,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2023-2024/page/ENG-Biomechanics-Option.html,"{'1.': 'List 1: one course from:', '2.': 'CIVE 460/ME 574 Engineering Biomechanics', '3.': 'BME 588 Special Topics in Biomechanics [Topic title: Introductory Mechanics of Biomedical and Biological Materials]', '4.': 'List 2: one course from: Anatomy and Physiology (see Note 1)', '5.': 'BIOL 201 Human Anatomy', '6.': 'BIOL 273  Principles of Human Physiology 1', '7.': 'BME 284 Physiological and Biological Systems', '8.': 'KIN 100 Regional Human Anatomy and KIN 100L Regional Human Anatomy Laboratory', '9.': 'SYDE 584 Physiological Systems and Biomedical Design', '10.': 'List 3: one course from: Ergonomics', '11.': 'KIN 121 Biomechanics of Human Movement and KIN 121L Biomechanics of Human Movement Laboratory', '12.': 'KIN 320 Task Analysis', '13.': 'KIN 420 Occupational Biomechanics (see Note 2)', '14.': 'SYDE 162 Human Factors in Design', '15.': 'SYDE 543  Cognitive Ergonomics', '16.': 'SYDE 548 User Centred Design Methods', '17.': 'List 4: one course from: Techniques of Biomechanics', '18.': 'CHE 341 Introduction to Process Control', '19.': 'CIVE 306 Solid Mechanics 3', '20.': 'CIVE 422 Finite Element Analysis', '21.': 'ECE 380 Analog Control Systems', '22.': 'ECE 486 Robot Dynamics and Control', '23.': 'ME 322 Mechanical Design 1', '24.': 'ME 360 Introduction to Control Systems', '25.': 'ME 423 Mechanical Design 2', '26.': 'ME 547 Robot Manipulators: Kinematics, Dynamics, Control', '27.': 'ME 555 Computer-Aided Design', '28.': 'ME 559 Finite Element Methods', '29.': 'ME 566 Computational Fluid Dynamics for Engineering Design', '30.': 'MTE 360 Automatic Control Systems', '31.': 'NE 336 Micro and Nanosystem Computer-aided Design', '32.': 'PHYS 395 Biophysics of Therapeutic Methods', '33.': 'SYDE 352 Introduction to Control Systems', '34.': 'SYDE 543  Cognitive Ergonomics', '35.': 'SYDE 544 Biomedical Measurement and Signal Processing', '36.': 'SYDE 553 Advanced Dynamics', '37.': 'SYDE 572 Introduction to Pattern Recognition', '38.': 'SYDE 575 Image Processing', '39.': 'List 5: one course from: Kinesiology', '40.': 'BME 551 Biomechanics of Human Movement', '41.': 'KIN 221 Advanced Biomechanics of Human Movement and KIN 221L', '42.': 'Advanced Biomechanics of Human Movement Laboratory', '43.': 'KIN 255 Fundamentals of Neuroscience and KIN 255L Fundamentals of Neuroscience Laboratory', '44.': 'KIN 312 Introduction to Neurological Disorders', '45.': 'KIN 340 Muskuloskeletal Injuries in Sport and Activity', '46.': 'KIN 356  Sensory Systems Neuroscience', '47.': 'KIN 416 Neuromuscular Integration', '48.': 'KIN 420 Occupational Biomechanics (see Note 2)', '49.': 'KIN 422 Human Posture, Balance and Gait', '50.': 'KIN 425 Biomechanics Modelling', '51.': 'KIN 472 Directed Study in Special Topics', '52.': 'List 6: plus a two-term project from: Project (see Note 3)', '53.': 'CHE 482 Group Design Project and CHE 483', '54.': 'Group Design Project and Symposium', '55.': 'CIVE 400 Civil Engineering Design Project 1 and CIVE 401', '56.': 'Civil Engineering Design Project 2', '57.': 'ECE 498A and ECE 498B', '58.': 'Engineering Design Project', '59.': 'ENVE 400 Environmental Engineering Design Project 1 and ENVE 401', '60.': 'Environmental Engineering Design Project 2', '61.': 'GENE 401 and GENE 402', '62.': 'Special Directed Studies', '63.': 'GENE 403 Interdisciplinary Design Project 1 and GENE 404 Interdisciplinary Design Project 2', '64.': 'ME 481 Mechanical Engineering Design Project 1 and ME 482', '65.': 'Mechanical Engineering Design Project 2', '66.': 'MTE 481 Mechatronics Engineering Design Project and MTE 482 Mechatronics Engineering Project', '67.': 'NE 408 Nanosystems Design Project and NE 409', '68.': 'Nanosystems Design Project and Symposium', '69.': 'SYDE 461 Systems Design Capstone Project 1 and SYDE 462', '70.': 'Systems Design Capstone Project 2'}"
Biophysics Minor,2022-2023,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2022-2023/page/SCI-Biophysics-Minor.html,"{'1.': '5.0 units distributed as follows:', '2.': '1.5 BIOL units: BIOL 130, BIOL 239, BIOL 308', '3.': '1.5 PHYS units: PHYS 121, PHYS 121L, PHYS 122, PHYS 122L', '4.': '1.5 PHYS units chosen from: PHYS 280, PHYS 380, PHYS 383, PHYS 395, PHYS 396, PHYS 491', '5.': '0.5 unit chosen from: (PHYS 224\xa0and\xa0PHYS 224L), PHYS 225, PHYS 233, PHYS 234, (PHYS 242\xa0and\xa0PHYS 242L), (PHYS 256\xa0and\xa0PHYS 256L), PHYS 263, PHYS 358, PHYS 359, STAT 202', '6. A minimum cumulative average of 60% in all PHYS and BIOL courses.': []}"
Biophysics Minor,2023-2024,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2023-2024/page/SCI-Biophysics-Minor.html,"{'1.': '5.0 units distributed as follows:', '2.': '1.5 BIOL units: BIOL 130, BIOL 239, BIOL 308', '3.': '1.5 PHYS units: PHYS 121, PHYS 121L, PHYS 122, PHYS 122L', '4.': '1.5 PHYS units chosen from: PHYS 280/BIOL 280, PHYS 380, PHYS 383, PHYS 395, PHYS 396, PHYS 483', '5.': '0.5 unit chosen from: PHYS 225, PHYS 233, PHYS 234, (PHYS 242\xa0and\xa0PHYS 242L), (PHYS 256\xa0and\xa0PHYS 256L), PHYS 263, PHYS 358, PHYS 359, STAT 202', '6. A minimum cumulative Biology average of 60% and a minimum cumulative Physics average of 60%.': []}"
Business Option,2022-2023,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2022-2023/page/ENV-Business-Option.html,"{'1. One of: AFM 101, BUS 127W': [], '2. One of: AFM 131, BUS 111W': [], '3. One of: MGMT 244, BUS 352W': [], '4. One of:  HRM 200, MSCI 211, PSYCH 238': [], '5. One of: ENBUS 102, ENBUS 302': [], '6. Three of:\xa0AFM 102, one other AFM course, BET 350, BET 430, BET 450, BUS 452W, ECON 101, one other\xa0ECON course, ENBUS 112, ENBUS 211, ENBUS 314, ENVS 201, ENVS 401, PHIL 215, SPCOM 223': []}"
Business Option,2023-2024,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2023-2024/page/ENV-Business-Option.html,"{'1.': '4.0 units distributed as follows:', '2. One of:': ['AFM 101', 'BUS 127W'], '3. One of:': ['AFM 131/ARBUS 101', 'BUS 111W'], '4. One of:': ['ENBUS 211', 'MGMT 244/ARBUS 302', 'BUS 352W'], '5. One of:': ['HRM 200', 'MSCI 211', 'PSYCH 238'], '6. One of:': ['ENBUS 102', 'ENBUS 302'], '7. Three of:': ['AFM 102', 'one other AFM course', 'BET 350', 'BET 430', 'BET 450', 'BUS 452W', 'COMMST 223', 'ECON 101', 'one other\xa0ECON course', 'ENBUS 112', 'ENBUS 314', 'ENVS 201', 'ENVS 401', 'PHIL 215/ARBUS 202']}"
Canadian Politics and Public Policy Minor,2022-2023,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2022-2023/page/ARTS-Canadian-Politics-and-Public-Policy-Minor.html,"{'1.': 'PSCI 100,\xa0PSCI 260/LS 206 â\x80¯', '2.': 'four of PSCI 301, PSCI 302, PSCI 303, PSCI 331, PSCI 334/SOC 334, PSCI 360,â\x80¯PSCI 362, PSCI 363/LS 363, PSCI 373, PSCI 431, PSCI 433, PSCI 434, PSCI 461,â\x80¯PSCI 462/LS 462,â\x80¯PSCI 463/LS 463, PSCI 472', '3.': 'two of ECON 241,â\x80¯ECON 256, ECON 361, ECON 363, ECON 366, ECON 441, ECON 457, SDS 210R/LS 273, SDS 231R, SDS 310R, SDS 311R/LS 373, SDS 312R, SDS 331R, SDS 400R'}"
Canadian Politics and Public Policy Minor,2023-2024,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2023-2024/page/ARTS-Canadian-Politics-and-Public-Policy-Minor.html,"{'1.': 'PSCI 100,\xa0PSCI 260/LS 206 â\x80¯', '2.': 'four of PSCI 301, PSCI 302, PSCI 303, PSCI 331, PSCI 334/SOC 334, PSCI 360,â\x80¯PSCI 362, PSCI 363/LS 363, PSCI 373, PSCI 431, PSCI 433, PSCI 461,â\x80¯PSCI 462/LS 462,â\x80¯PSCI 463/LS 463, PSCI 472', '3.': 'two of ECON 241,â\x80¯ECON 256, ECON 361, ECON 363, ECON 366, ECON 441, ECON 457, SDS 210R/LS 273, SDS 231R, SDS 310R, SDS 311R/LS 373, SDS 312R, SDS 331R, SDS 400R'}"
Canadian Studies Minor,2022-2023,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2022-2023/page/ARTS-Canadian-Studies-Minor.html,"{'1.': 'CDNST 101,\xa0CDNST 201/INDG 201', '2.': 'CDNST 211\xa0or\xa0CDNST 212', '3.': 'HIST 253\xa0or\xa0HIST 254', '4. four electives to be chosen, with a maximum of two courses from the same subject code, from: CDNST 244/RS 244,\xa0ENGL 313, ENGL 315, ENGL 316, ENGL 318, FR 276, HIST 103, HIST 106, HIST 113, HIST 221, HIST 226, HIST 305, HIST 351, HIST 388, INDG 216/FINE 216, INDG 272/ANTH 272, PSCI 260/LS 206, PSCI 360, PSCI 461': []}"
Canadian Studies Minor,2023-2024,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2023-2024/page/ARTS-Canadian-Studies-Minor.html,"{'1.': 'CDNST 101,\xa0CDNST 201/INDG 201', '2.': 'CDNST 211\xa0or\xa0CDNST 212', '3.': 'HIST 253\xa0or\xa0HIST 254', '4. four electives to be chosen, with a maximum of two courses from the same subject code, from: CDNST 244/RS 244,\xa0ENGL 313, ENGL 315, ENGL 316, ENGL 318, FR 276, HIST 103, HIST 106, HIST 113, HIST 221, HIST 226, HIST 305, HIST 351, HIST 388, INDG 216/FINE 216, INDG 272/ANTH 272, PSCI 260/LS 206, PSCI 360, PSCI 461': []}"
Catholic Studies Minor,2022-2023,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2022-2023/page/ARTS-Catholic-Studies-Minor.html,"{'1.': 'RS 110, RS 150, RS 255', '2.': 'one of RS 348, RS 354', '3.': 'two of RS 240/HIST 235, RS 245/HIST 234, RS 251,\xa0RS 283', '4. two from the following list of courses:': ['HIST 115/MEDVL 115, HIST 235/RS 240, HIST 236/LS 236, HIST 304/MEDVL 304/RS 342', 'HUMSC 101, HUMSC 102, HUMSC 201, HUMSC 301, HUMSC 401, HUMSC 490', 'PHIL 204J, PHIL 210J, PHIL 218J, PHIL 219J, PHIL 230J, PHIL 305J, PHIL 306J, PHIL 318J, PHIL 319J, PHIL 382, PHIL 384, PHIL 450J, PHIL 451J', 'RS 228/JS 228, RS 253']}"
Catholic Studies Minor,2023-2024,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2023-2024/page/ARTS-Catholic-Studies-Minor.html,"{'1.': 'RS 110, RS 150, RS 255', '2.': 'one of RS 348, RS 354', '3.': 'two of RS 240/HIST 235, RS 245/HIST 234, RS 251,\xa0RS 283', '4. two from the following list of courses:': ['HIST 115/MEDVL 115, HIST 235/RS 240, HIST 236/LS 236, HIST 304/MEDVL 304/RS 342', 'HUMSC 101, HUMSC 102, HUMSC 201, HUMSC 301, HUMSC 401, HUMSC 490', 'PHIL 204J, PHIL 210J, PHIL 218J, PHIL 219J, PHIL 230J, PHIL 305J,\xa0PHIL 319J, PHIL 382, PHIL 384, PHIL 450J, PHIL 451J', 'RS 228/JS 228, RS 253']}"
Certificate in Co-op Research,2022-2023,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2022-2023/page/Co-operative-Education-Certificates.html,"{'1.': 'Receive credit for at least three research work-term experiences approved by CEE.', '2.': 'Receive credit for PD 13: Research in the Workplace, which can also count toward the PD requirements for the co-operative degree designation.', '3.': 'Complete the Co-operative Education Research Certificate Capstone. Completion of the Capstone includes successful articulation or researcher skills during a panel interview and networking event, organized by CEE specifically for Capstone participants. The Capstone is only open to students who have completed the above requirements.'}"
Certificate in Co-operative Education Research,2023-2024,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2023-2024/page/Co-operative-Education-Certificates.html,"{'1.': 'Receive credit for at least three research work-term experiences approved by CEE.', '2.': 'Receive credit for PD 13: Research in the Workplace, which can also count toward the PD requirements for the co-operative degree designation.', '3.': 'Complete the Co-operative Education Research Certificate Capstone. Completion of the Capstone includes successful articulation of researcher skills during a panel interview and networking event, organized by CEE specifically for Capstone participants. The Capstone is only open to students who have completed the above requirements.'}"
Certificate in Experiential Education (EDGE),2022-2023,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2022-2023/page/Certificate-Experiential-Education.html,"{'1. One skills identification and articulation workshop': [], '2. One career development course': [], '3. Three experiential education courses': [], '4. One capstone component': []}"
Certificate in Experiential Education (EDGE),2023-2024,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2023-2024/page/Certificate-Experiential-Education.html,"{'1. One skills identification and articulation workshop': [], '2. One career development course': [], '3. Three experiential education courses': [], '4. One capstone component': []}"
Certificate in Global Experience (GEC),2022-2023,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2022-2023/page/Certificate-Global-Experience.html,"{'1. Two sequential language courses\xa0(other than the applicants native language or a language in which they are fluent).': [], '2. One pre-approved global studies course. Students who wish to use a global studies course other than those specified may submit a request for approval\xa0from the GEC co-ordinator.': [], '3. An International Experience (IE) of a minimum of\xa0six consecutive weeks, such as an exchange, study abroad, co-op work term, internship (outside\xa0co-op),\xa0or volunteer position outside\xa0Canada. Some opportunities within Canada may be considered.': [], '4. An Intercultural Volunteer Experience (IVE) consisting of a\xa0minimum of 20 hours during\xa0a single\xa0academic\xa0term.': ['A reflection assignment after completion of the IE or IVE. More information available on the GEC website.']}"
Certificate in Global Experience (GEC),2023-2024,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2023-2024/page/Certificate-Global-Experience.html,"{'1. Two sequential language courses\xa0(other than the applicants native language or a language in which they are fluent).': [], '2. One pre-approved global studies course. Students who wish to use a global studies course other than those specified may submit a request for approval\xa0from the GEC co-ordinator.': [], '3. An International Experience (IE) of a minimum of\xa0six consecutive weeks, such as an exchange, study abroad, co-op work term, internship (outside\xa0co-op),\xa0or volunteer position outside\xa0Canada. Some opportunities within Canada may be considered.': [], '4. An Intercultural Volunteer Experience (IVE) consisting of a\xa0minimum of 20 hours during\xa0a single\xa0academic\xa0term.': ['A reflection assignment after completion of the IE or IVE. More information available on the GEC website.']}"
Chemistry Minor,2022-2023,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2022-2023/page/SCI-Chemistry-Minor.html,"{'1.': '5.0 units distributed as follows:', '2.': '1.5 CHEM units: CHEM 120 or CHEM 121, CHEM 120L or CHEM 121L, CHEM 123 or CHEM 125, and CHEM 123L or CHEM 125L', '3. 3.0 CHEM lecture units, with a minimum of 1.0 unit at the 300-level or higher': ['0.5 CHEM lab unit, 200-level or higher'], '4. A minimum cumulative average of 60% for all lecture courses.': [], '5. A minimum cumulative average of 60% for all lab courses.': []}"
Chemistry Minor,2023-2024,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2023-2024/page/SCI-Chemistry-Minor.html,"{'1.': '5.0 units distributed as follows:', '2.': '1.5 CHEM units: CHEM 120 or CHEM 121, CHEM 120L or CHEM 121L, CHEM 123 or CHEM 125, and CHEM 123L or CHEM 125L', '3. 3.0 CHEM lecture units, with a minimum of 1.0 unit at the 300-level or higher': ['0.5 CHEM lab unit, 200-level or higher'], '4. A minimum cumulative average of 60% for all lecture courses.': [], '5. A minimum cumulative average of 60% for all lab courses.': []}"
Church Music and Worship Minor,2022-2023,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2022-2023/page/ARTS-Church-Music-and-Worship-Minor.html,"{'1.': 'CMW 363/MUSIC 363/RS 357', '2.': 'CMW 364/MUSIC 364/RS 358', '3.': 'one of MUSIC 253, MUSIC 254, MUSIC 262', '4.': 'one of RS 228/JS 228, RS 235/JS 235, RS 236/JS 236', '5.': 'one of HIST 235/RS 240, HIST 348/RS 344, HIST 379/RS 343, RS 348', '6.': 'one of RS 250, RS 255,\xa0RS 253', '7. two of the following (see Note 2):': ['CMW 201 and CMW 202 (two terms of Worship Practicum)', 'MUSIC 222, MUSIC 232, MUSIC 233, MUSIC 376', 'MUSIC 253, MUSIC 254, MUSIC 262']}"
Church Music and Worship Minor,2023-2024,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2023-2024/page/ARTS-Church-Music-and-Worship-Minor.html,"{'1.': 'CMW 363/MUSIC 363/RS 357', '2.': 'CMW 364/MUSIC 364/RS 358', '3.': 'one of MUSIC 253, MUSIC 254, MUSIC 262', '4.': 'one of RS 228/JS 228, RS 235/JS 235, RS 236/JS 236', '5.': 'one of HIST 235/RS 240, HIST 348/RS 344, HIST 379/RS 343, RS 348', '6.': 'one of RS 250, RS 255,\xa0RS 253', '7. two of the following (see Note 2):': ['CMW 201 and CMW 202 (two terms of Worship Practicum)', 'MUSIC 222, MUSIC 232, MUSIC 233, MUSIC 376', 'MUSIC 253, MUSIC 254, MUSIC 262']}"
Classical Studies Minor,2022-2023,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2022-2023/page/ARTS-Classical-Studies-Minor.html,"{'1. Students enrolled in any degree program may pursue a minor designation in Classical Studies.\xa0The Classical Studies Minor\xa0requires successful completion of a minimum of four academic course units (eight courses) in\xa0Classical Studies, Greek, or Latin\xa0with a minimum cumulative minor average of 65%. Consult the undergraduate advisor in Classical Studies for the minor. ': []}"
Classical Studies Minor,2023-2024,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2023-2024/page/ARTS-Classical-Studies-Minor.html,"{'1. Students enrolled in any degree program may pursue a minor designation in Classical Studies.\xa0The Classical Studies Minor\xa0requires successful completion of a minimum of four academic course units (eight courses) in\xa0Classical Studies, Greek, or Latin\xa0with a minimum cumulative minor average of 65%. Consult the undergraduate advisor in Classical Studies for the minor. ': []}"
